library,path,issue,value
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/The Definitive Singles Collectio 1984-2004/05 I've Been Losing You.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/The Definitive Singles Collectio 1984-2004/06 Cry Wolf.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/The Definitive Singles Collectio 1984-2004/07 Manhattan Skyline.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/The Definitive Singles Collectio 1984-2004/08 The Living Daylights.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/The Definitive Singles Collectio 1984-2004/09 Stay On These Roads.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/The Definitive Singles Collectio 1984-2004/10 Touchy.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/The Definitive Singles Collectio 1984-2004/11 You Are The One.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/And You Tell Me.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/And You Tell Me.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/And You Tell Me.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/And You Tell Me.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Barely Hanging On.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Barely Hanging On.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Barely Hanging On.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Barely Hanging On.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Here I Stand And Face The Rain.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Here I Stand And Face The Rain.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Here I Stand And Face The Rain.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Here I Stand And Face The Rain.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Hunting And High And Low.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Hunting And High And Low.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Hunting And High And Low.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Hunting And High And Low.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/I Dream Myself Alive.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/I Dream Myself Alive.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/I Dream Myself Alive.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/I Dream Myself Alive.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/I Wish I Cared.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/I Wish I Cared.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/I Wish I Cared.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/I Wish I Cared.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/I Won't Forget Her.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/I Won't Forget Her.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/I Won't Forget Her.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/I Won't Forget Her.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Little Black Hart.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Little Black Hart.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Little Black Hart.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Little Black Hart.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Living A Boys Adventure Tail.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Living A Boys Adventure Tail.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Living A Boys Adventure Tail.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Living A Boys Adventure Tail.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Love Is Reason.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Love Is Reason.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Love Is Reason.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Love Is Reason.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Mary Ellen Makes The Moment Count.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Mary Ellen Makes The Moment Count.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Mary Ellen Makes The Moment Count.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Mary Ellen Makes The Moment Count.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Minor Earth Major Sky.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Minor Earth Major Sky.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Minor Earth Major Sky.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Minor Earth Major Sky.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Summer Moved On.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Summer Moved On.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Summer Moved On.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Summer Moved On.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Take On Me.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Take On Me.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Take On Me.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Take On Me.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Blue Sky.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Blue Sky.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Blue Sky.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Blue Sky.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Company Man.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Company Man.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Company Man.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Company Man.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Sun Always Shines On Tv.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Sun Always Shines On Tv.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Sun Always Shines On Tv.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Sun Always Shines On Tv.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Sun Never Shone That Day.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Sun Never Shone That Day.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Sun Never Shone That Day.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/The Sun Never Shone That Day.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Thought It Was You.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Thought It Was You.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Thought It Was You.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Thought It Was You.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/To Let You Win.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/To Let You Win.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/To Let You Win.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/To Let You Win.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Train Of Thought.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Train Of Thought.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Train Of Thought.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Train Of Thought.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Velvet.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Velvet.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Velvet.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/Velvet.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/You'll Never Get Over Me.mp3,missing_album,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/You'll Never Get Over Me.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/You'll Never Get Over Me.mp3,missing_tracknumber,
CONTEMPORARY,/data/Music/CONTEMPORARY/A-Ha/Unknown Album/You'll Never Get Over Me.mp3,missing_date,
CONTEMPORARY,/data/Music/CONTEMPORARY/Aaron Goldberg/Worlds/07 OAM's Blues.m4a,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adam & The Ants/1980/02 Antmusic.MP3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adam & The Ants/1980/48 Kings Of The Wild Frontier.MP3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adam & The Ants/1981/01 Stand And Deliver.MP3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adam Ant/1982/01 Goody Two Shoes.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adam Ant/1983/41 Strip.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adam Ant/Billboard Top 100 of 1983/51 Goody Two Shoes.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adele 21/01 - Rolling In The Deep.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adele 21/02 - Rumour Has It.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adele 21/03 - Turning Tables.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adele 21/04 - Don't You Remember.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adele 21/05 - Set Fire To The Rain.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adele 21/06 - He Won't Go.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adele 21/07 - Take It All.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adele 21/08 - I'll Be Waiting.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adele 21/09 - One And Only.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adele 21/10 - Lovesong.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Adele 21/11 - Someone Like You.mp3,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Africa Unite_ The Singles Collection (Di/1-01 Bend Down Low.m4a,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Africa Unite_ The Singles Collection (Di/1-02 Mellow Mood.m4a,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Africa Unite_ The Singles Collection (Di/1-03 Stir It Up.m4a,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Africa Unite_ The Singles Collection (Di/1-04 Caution.m4a,missing_albumartist,
CONTEMPORARY,/data/Music/CONTEMPORARY/Africa Unite_ The Singles Collection (Di/1-05 Soul Rebel.m4a,missing_albumartist,
